id,age,gender,postal_code,traffic_source,avg_sequence_number,order_id,status,num_of_item,month_day
60777,50,F,10705,Organic,5.0,76171,Processing,1,10-08
64435,54,F,10705,Email,7.0,80805,Returned,2,11-27
5965,46,M,11236,Search,5.0,7489,Shipped,1,12-30
8313,45,F,11236,Search,5.0,10427,Processing,1,03-03
10605,62,F,11236,Organic,5.0,13216,Shipped,1,12-10
10605,62,F,11236,Organic,5.0,13217,Shipped,1,01-11
36466,48,M,11236,Search,5.0,45559,Shipped,1,11-23
58897,39,F,11236,Search,5.0,73773,Returned,1,12-10
64100,41,F,11236,Search,7.0,80371,Returned,2,04-12
76536,28,F,11236,Search,5.0,95912,Complete,1,07-31
77640,24,F,11236,Organic,5.0,97291,Processing,1,04-08
88598,56,F,11236,Search,5.0,110910,Complete,1,11-24
88598,56,F,11236,Search,5.0,110911,Shipped,1,04-18
22840,19,M,10457,Facebook,6.333333333333333,28568,Processing,2,12-23
22840,19,M,10457,Facebook,6.333333333333333,28569,Returned,1,06-06
25294,21,M,10457,Search,6.333333333333333,31614,Processing,2,11-04
25294,21,M,10457,Search,6.333333333333333,31613,Shipped,1,01-15
50234,16,M,10457,Organic,5.0,62847,Complete,1,03-05
66260,57,F,10457,Search,5.0,83034,Complete,1,07-27
70789,17,F,10457,Display,7.5,88811,Complete,3,04-06
70789,17,F,10457,Display,7.5,88814,Complete,1,12-20
70789,17,F,10457,Display,7.5,88812,Returned,1,08-25
70789,17,F,10457,Display,7.5,88813,Shipped,1,07-10
93011,49,M,10457,Facebook,5.0,116449,Processing,1,11-03
93011,49,M,10457,Facebook,5.0,116450,Shipped,1,04-05
25316,58,F,10468,Search,5.0,31636,Shipped,1,10-08
28504,51,M,10468,Search,5.0,35582,Shipped,1,09-29
28504,51,M,10468,Search,5.0,35583,Shipped,1,11-06
30643,28,M,10468,Search,5.0,38271,Complete,1,11-27
59112,48,M,10468,Display,7.0,74025,Shipped,2,03-28
68884,48,F,10468,Search,5.0,86401,Complete,1,04-30
68884,48,F,10468,Search,5.0,86400,Shipped,1,04-17
68991,49,M,10468,Email,7.0,86525,Cancelled,2,12-22
86372,41,M,10468,Search,6.333333333333333,108098,Complete,2,02-09
86372,41,M,10468,Search,6.333333333333333,108099,Complete,1,03-10
88636,39,F,10468,Organic,5.0,110963,Complete,1,12-20
88636,39,F,10468,Organic,5.0,110964,Processing,1,07-22
20905,29,M,11105,Display,5.0,26165,Complete,1,07-06
40590,19,M,11105,Facebook,10.0,50673,Cancelled,3,09-09
44068,54,F,11105,Organic,8.0,55018,Processing,3,12-05
44068,54,F,11105,Organic,8.0,55019,Processing,1,12-26
44068,54,F,11105,Organic,8.0,55017,Returned,1,09-23
89400,58,M,11105,Search,5.0,111940,Returned,1,02-25
8691,66,F,11377,Search,6.333333333333333,10859,Shipped,1,02-20
8691,66,F,11377,Search,6.333333333333333,10860,Shipped,2,03-13
23698,67,F,11377,Search,5.0,29652,Complete,1,11-10
23698,67,F,11377,Search,5.0,29653,Complete,1,06-09
10917,17,M,10471,Search,5.0,13597,Processing,1,05-03
13350,52,F,10471,Organic,6.333333333333333,16738,Processing,1,12-08
13350,52,F,10471,Organic,6.333333333333333,16739,Processing,2,11-06
27304,62,M,10471,Search,7.0,34047,Complete,2,06-27
41476,42,M,10471,Search,5.0,51761,Complete,1,11-27
41476,42,M,10471,Search,5.0,51760,Shipped,1,08-09
65994,52,M,10471,Organic,5.0,82701,Cancelled,1,06-05
482,40,M,10456,Search,5.0,601,Complete,1,12-08
482,40,M,10456,Search,5.0,600,Processing,1,10-27
482,40,M,10456,Search,5.0,599,Shipped,1,01-02
17857,65,F,10456,Display,5.0,22369,Complete,1,05-19
17857,65,F,10456,Display,5.0,22370,Shipped,1,01-03
18218,13,F,10456,Search,5.0,22813,Complete,1,12-12
18587,38,F,10456,Search,5.0,23264,Shipped,1,08-15
26915,28,F,10456,Display,6.333333333333333,33588,Returned,2,07-07
26915,28,F,10456,Display,6.333333333333333,33589,Shipped,1,12-29
55765,48,F,10456,Organic,5.0,69779,Cancelled,1,12-22
66890,53,M,10456,Search,6.333333333333333,83861,Complete,2,04-02
66890,53,M,10456,Search,6.333333333333333,83862,Complete,1,01-20
71720,58,M,10456,Search,5.0,89981,Shipped,1,01-13
74995,37,M,10456,Organic,7.0,94016,Complete,2,01-07
75792,43,M,10456,Email,5.0,94986,Complete,1,10-15
63858,31,F,10455,Search,5.0,80048,Cancelled,1,01-17
63858,31,F,10455,Search,5.0,80051,Complete,1,10-24
63858,31,F,10455,Search,5.0,80049,Shipped,1,12-26
63858,31,F,10455,Search,5.0,80050,Shipped,1,07-12
9657,24,F,11234,Organic,7.0,12046,Cancelled,2,09-19
23646,60,F,11234,Search,5.0,29594,Returned,1,03-10
23646,60,F,11234,Search,5.0,29595,Returned,1,03-03
23646,60,F,11234,Search,5.0,29596,Shipped,1,11-26
35229,70,M,11234,Display,7.0,44014,Shipped,2,10-11
57929,35,M,11234,Search,5.0,72554,Complete,1,03-12
58188,51,M,11234,Search,5.0,72878,Complete,1,06-21
58188,51,M,11234,Search,5.0,72879,Processing,1,07-01
58188,51,M,11234,Search,5.0,72876,Shipped,1,05-27
58188,51,M,11234,Search,5.0,72877,Shipped,1,02-25
63788,65,M,11234,Search,5.0,79959,Cancelled,1,11-09
84340,24,F,11234,Search,6.333333333333333,105602,Processing,1,01-09
84340,24,F,11234,Search,6.333333333333333,105601,Shipped,2,07-10
17573,14,F,10463,Organic,5.0,22031,Processing,1,01-01
17573,14,F,10463,Organic,5.0,22030,Shipped,1,09-17
20101,67,M,10463,Search,5.0,25213,Processing,1,12-22
58253,33,F,10463,Search,7.0,72951,Cancelled,2,11-04
61554,30,M,10463,Facebook,5.0,77147,Cancelled,1,10-13
61554,30,M,10463,Facebook,5.0,77146,Complete,1,09-25
61554,30,M,10463,Facebook,5.0,77145,Processing,1,11-14
79370,14,F,10463,Display,8.0,99418,Cancelled,3,03-14
79370,14,F,10463,Display,8.0,99419,Cancelled,1,12-10
79370,14,F,10463,Display,8.0,99417,Shipped,1,03-23
98942,20,F,10463,Search,5.0,123895,Complete,1,02-27
50310,13,M,11378,Search,7.0,62942,Processing,2,03-13
82574,63,M,11378,Organic,7.0,103414,Returned,2,10-02
91002,28,F,11378,Search,10.0,113945,Returned,3,05-24
91420,19,M,11378,Search,6.333333333333333,114439,Complete,2,09-02
91420,19,M,11378,Search,6.333333333333333,114438,Shipped,1,02-23
3776,48,M,11103,Organic,6.333333333333333,4771,Complete,1,10-26
3776,48,M,11103,Organic,6.333333333333333,4772,Processing,2,04-30
24510,37,F,11103,Search,5.0,30644,Complete,1,07-04
46495,27,M,11103,Search,5.0,58158,Complete,1,12-03
25974,14,M,11212,Search,5.0,32443,Returned,1,11-13
35175,55,F,11212,Search,6.333333333333333,43944,Cancelled,2,08-03
35175,55,F,11212,Search,6.333333333333333,43945,Shipped,1,07-26
36449,58,F,11212,Search,5.0,45539,Cancelled,1,04-22
36449,58,F,11212,Search,5.0,45537,Complete,1,06-15
36449,58,F,11212,Search,5.0,45536,Processing,1,01-26
36449,58,F,11212,Search,5.0,45538,Shipped,1,12-26
76947,50,F,11212,Search,11.0,96432,Complete,2,01-03
76947,50,F,11212,Search,11.0,96433,Shipped,4,02-24
80044,69,M,11212,Search,5.0,100267,Processing,1,12-27
2820,23,F,10454,Search,5.0,3539,Shipped,1,02-15
9466,32,M,10454,Search,5.0,11813,Complete,1,09-05
51536,22,M,10454,Search,13.0,64520,Processing,4,01-15
55955,63,F,10454,Search,5.0,70029,Cancelled,1,07-24
55955,63,F,10454,Search,5.0,70030,Shipped,1,09-23
95440,66,M,10454,Search,5.8,119554,Complete,1,11-04
95440,66,M,10454,Search,5.8,119555,Complete,2,12-10
95440,66,M,10454,Search,5.8,119553,Processing,1,12-18
95440,66,M,10454,Search,5.8,119556,Shipped,1,12-24
40495,69,M,10453,Search,13.0,50560,Shipped,4,03-19
50511,15,M,10453,Organic,5.0,63173,Processing,1,01-13
51047,54,M,10453,Search,9.571428571428571,63873,Complete,1,12-27
51047,54,M,10453,Search,9.571428571428571,63874,Complete,1,12-29
51047,54,M,10453,Search,9.571428571428571,63872,Processing,4,01-15
51047,54,M,10453,Search,9.571428571428571,63871,Shipped,1,12-25
62417,45,F,10453,Search,5.0,78237,Cancelled,1,10-20
77827,31,M,10453,Organic,9.444444444444445,97519,Processing,4,12-01
77827,31,M,10453,Organic,9.444444444444445,97520,Processing,1,11-17
77827,31,M,10453,Organic,9.444444444444445,97517,Shipped,2,11-09
77827,31,M,10453,Organic,9.444444444444445,97518,Shipped,2,01-11
79849,50,M,10453,Organic,10.0,100021,Processing,3,12-28
80876,13,F,10453,Search,10.0,101320,Cancelled,3,10-15
18778,18,M,12601,Organic,5.0,23504,Cancelled,1,09-26
49941,60,F,12601,Search,7.0,62469,Shipped,2,02-05
64578,15,M,12601,Organic,6.333333333333333,80971,Cancelled,2,06-06
64578,15,M,12601,Organic,6.333333333333333,80970,Shipped,1,06-24
5755,59,M,11233,Search,7.0,7225,Cancelled,2,02-02
10862,37,M,11233,Search,5.0,13520,Complete,1,11-15
22250,41,M,11233,Search,6.0,27830,Complete,2,12-04
22250,41,M,11233,Search,6.0,27832,Processing,1,11-27
22250,41,M,11233,Search,6.0,27831,Shipped,1,05-11
60454,42,F,11233,Search,5.0,75770,Shipped,1,06-21
64389,25,M,11233,Search,11.0,80740,Cancelled,2,02-25
64389,25,M,11233,Search,11.0,80739,Returned,4,07-01
80677,49,M,11233,Facebook,5.8,101075,Cancelled,1,09-23
80677,49,M,11233,Facebook,5.8,101078,Cancelled,1,09-12
80677,49,M,11233,Facebook,5.8,101076,Processing,2,09-29
80677,49,M,11233,Facebook,5.8,101077,Processing,1,09-13
88531,70,F,11233,Search,5.0,110825,Returned,1,07-18
17771,42,F,11237,Search,5.0,22279,Processing,1,01-13
32893,31,F,11237,Search,7.0,41101,Complete,2,10-10
58479,58,M,11237,Search,5.0,73225,Processing,1,01-06
69423,60,F,11237,Search,7.0,87106,Returned,2,09-10
97428,21,F,11237,Search,5.0,122064,Cancelled,1,07-10
3929,62,M,10034,Search,5.0,4959,Shipped,1,11-13
11943,13,M,10034,Search,7.0,14911,Complete,2,12-10
64126,12,F,10034,Search,5.0,80408,Returned,1,07-31
99805,12,F,10034,Facebook,5.0,124984,Processing,1,01-13
2279,48,M,10452,Organic,5.0,2829,Cancelled,1,10-21
2279,48,M,10452,Organic,5.0,2830,Cancelled,1,11-25
3117,28,F,10452,Search,5.0,3925,Complete,1,04-11
3117,28,F,10452,Search,5.0,3926,Processing,1,04-06
14714,61,M,10452,Email,5.0,18499,Returned,1,07-26
40739,16,M,10452,Search,5.0,50855,Returned,1,08-02
40739,16,M,10452,Search,5.0,50856,Shipped,1,01-24
58570,58,M,10452,Search,5.0,73345,Returned,1,09-28
72549,47,F,10452,Search,5.0,90973,Complete,1,11-11
85474,59,F,10452,Search,7.0,106980,Shipped,2,04-27
19997,15,F,10451,Organic,11.4,25099,Cancelled,4,01-09
19997,15,F,10451,Organic,11.4,25100,Shipped,1,01-04
85743,53,M,10451,Search,5.0,107320,Processing,1,04-09
79806,22,F,12303,Search,11.4,99973,Processing,1,09-15
79806,22,F,12303,Search,11.4,99974,Shipped,4,09-20
97607,49,M,12303,Search,5.0,122276,Shipped,1,12-07
3316,48,M,11221,Search,5.0,4181,Complete,1,10-17
42514,24,F,11221,Search,5.0,53050,Processing,1,05-11
49075,57,M,11221,Search,6.333333333333333,61378,Returned,1,08-10
49075,57,M,11221,Search,6.333333333333333,61377,Shipped,2,11-14
65696,54,M,11221,Search,5.0,82339,Cancelled,1,03-16
76748,31,M,11221,Search,5.0,96169,Shipped,1,08-21
78057,68,M,11221,Search,5.0,97811,Complete,1,07-13
94442,55,F,11221,Display,5.0,118230,Cancelled,1,08-05
31467,60,F,11102,Search,5.0,39292,Cancelled,1,07-04
51208,42,F,11102,Facebook,7.0,64085,Shipped,2,08-06
57031,25,F,11102,Search,5.0,71387,Cancelled,1,02-22
85959,19,F,11102,Search,5.0,107585,Complete,1,05-07
85959,19,F,11102,Search,5.0,107584,Processing,1,05-28
85959,19,F,11102,Search,5.0,107586,Processing,1,07-16
87653,32,M,11102,Search,6.333333333333333,109727,Cancelled,1,12-12
87653,32,M,11102,Search,6.333333333333333,109726,Complete,2,02-17
36809,57,F,10035,Search,6.333333333333333,45967,Complete,1,11-13
36809,57,F,10035,Search,6.333333333333333,45969,Processing,1,06-15
36809,57,F,10035,Search,6.333333333333333,45970,Returned,2,02-05
36809,57,F,10035,Search,6.333333333333333,45968,Shipped,2,10-26
28105,14,M,11106,Search,5.0,35100,Shipped,1,12-24
36895,12,F,11106,Search,13.0,46086,Cancelled,4,09-15
37748,18,M,11106,Search,5.0,47180,Complete,1,04-29
37748,18,M,11106,Search,5.0,47181,Processing,1,06-01
37748,18,M,11106,Search,5.0,47182,Returned,1,02-13
90806,65,F,11106,Search,8.0,113702,Complete,1,09-04
90806,65,F,11106,Search,8.0,113700,Processing,1,06-17
90806,65,F,11106,Search,8.0,113701,Shipped,3,06-27
96234,30,M,11106,Search,6.333333333333333,120574,Processing,1,07-05
96234,30,M,11106,Search,6.333333333333333,120575,Processing,2,04-11
25575,23,M,10040,Search,6.0,31952,Cancelled,1,10-25
25575,23,M,10040,Search,6.0,31953,Cancelled,1,07-15
25575,23,M,10040,Search,6.0,31954,Shipped,2,01-24
45141,26,F,10040,Search,10.0,56350,Returned,3,02-25
71564,65,M,10040,Search,5.0,89783,Returned,1,06-29
76613,66,M,10040,Search,5.0,95997,Cancelled,1,01-02
21728,26,F,11203,Search,7.0,27170,Returned,2,04-19
23405,13,M,11203,Organic,5.0,29280,Complete,1,04-16
23405,13,M,11203,Organic,5.0,29281,Complete,1,04-24
24142,38,M,11203,Search,5.0,30220,Cancelled,1,12-10
27913,33,F,11203,Search,13.0,34852,Complete,4,06-25
28194,68,M,11203,Organic,6.0,35201,Cancelled,1,03-29
28194,68,M,11203,Organic,6.0,35200,Processing,1,09-19
28194,68,M,11203,Organic,6.0,35199,Returned,2,03-13
37728,61,F,11203,Search,13.0,47158,Complete,4,01-08
41932,60,M,11203,Search,7.0,52319,Shipped,2,03-09
42821,29,M,11203,Search,7.0,53440,Complete,2,01-13
44201,22,M,11203,Search,5.0,55174,Shipped,1,09-27
67085,51,F,11203,Search,5.0,84123,Cancelled,1,09-27
67085,51,F,11203,Search,5.0,84122,Returned,1,07-31
97243,19,M,11203,Search,6.333333333333333,121823,Complete,2,05-24
97243,19,M,11203,Search,6.333333333333333,121824,Complete,1,12-05
24516,33,M,11213,Search,6.333333333333333,30651,Cancelled,1,06-01
24516,33,M,11213,Search,6.333333333333333,30652,Shipped,2,04-05
35166,45,M,11213,Facebook,5.0,43933,Complete,1,01-13
35166,45,M,11213,Facebook,5.0,43932,Shipped,1,11-06
45488,26,F,11213,Search,5.0,56788,Returned,1,08-16
45488,26,F,11213,Search,5.0,56787,Shipped,1,06-08
45488,26,F,11213,Search,5.0,56789,Shipped,1,04-15
55895,47,F,11213,Display,5.0,69946,Complete,1,09-16
71225,38,F,11213,Search,5.0,89361,Cancelled,1,05-20
7812,23,M,10039,Search,5.0,9820,Complete,1,01-01
11417,58,F,10039,Search,5.0,14256,Complete,1,05-24
11417,58,F,10039,Search,5.0,14257,Processing,1,07-08
14358,49,M,10033,Search,11.4,18022,Complete,4,01-21
14358,49,M,10033,Search,11.4,18023,Shipped,1,08-12
21683,45,M,10033,Email,7.0,27107,Shipped,2,09-07
34336,29,F,10033,Search,5.0,42927,Complete,1,02-17
43226,55,M,10033,Email,5.0,53950,Shipped,1,12-29
44300,58,M,10033,Search,7.0,55319,Processing,2,01-18
92518,40,F,10033,Search,5.0,115841,Complete,1,01-12
92518,40,F,10033,Search,5.0,115840,Shipped,1,06-06
49950,69,M,11101,Search,5.0,62481,Complete,1,11-15
50466,51,M,11101,Organic,6.333333333333333,63123,Cancelled,1,09-19
50466,51,M,11101,Organic,6.333333333333333,63122,Complete,2,04-30
71719,40,F,11101,Search,5.0,89980,Cancelled,1,12-21
71719,40,F,11101,Search,5.0,89979,Processing,1,10-17
79044,57,F,11101,Search,13.0,99064,Shipped,4,07-03
79831,26,F,11101,Search,11.4,100001,Complete,1,08-26
79831,26,F,11101,Search,11.4,100000,Returned,4,11-11
93880,19,F,11101,Search,5.0,117510,Returned,1,09-09
97003,62,M,11101,Search,5.0,121505,Cancelled,1,12-31
97003,62,M,11101,Search,5.0,121506,Shipped,1,06-09
2495,15,F,11229,Search,10.0,3107,Complete,3,12-09
30187,21,M,11229,Search,5.0,37697,Shipped,1,04-25
42247,33,M,11229,Search,7.5,52731,Cancelled,3,01-05
42247,33,M,11229,Search,7.5,52732,Cancelled,1,10-06
42247,33,M,11229,Search,7.5,52730,Returned,1,01-22
42247,33,M,11229,Search,7.5,52733,Returned,1,10-13
73584,59,M,11229,Search,7.0,92275,Processing,2,05-02
73584,59,M,11229,Search,7.0,92276,Returned,2,10-01
80147,62,F,11229,Search,5.0,100402,Complete,1,05-03
80147,62,F,11229,Search,5.0,100403,Returned,1,02-02
89384,64,F,11229,Search,11.4,111915,Complete,1,12-30
89384,64,F,11229,Search,11.4,111916,Shipped,4,01-06
13569,23,F,11206,Organic,10.0,17030,Cancelled,3,11-19
20317,42,F,11206,Search,5.0,25469,Processing,1,10-14
24862,27,M,11206,Search,5.0,31063,Complete,1,04-19
50836,24,F,11206,Search,6.0,63601,Processing,2,09-19
50836,24,F,11206,Search,6.0,63603,Processing,1,12-02
50836,24,F,11206,Search,6.0,63602,Shipped,1,11-19
78522,60,F,11206,Search,7.0,98393,Shipped,2,11-21
81348,26,M,11206,Search,5.0,101911,Returned,1,09-02
81348,26,M,11206,Search,5.0,101912,Returned,1,08-27
81348,26,M,11206,Search,5.0,101910,Shipped,1,12-11
99422,41,M,11206,Search,5.0,124490,Processing,1,11-18
4777,37,M,11211,Search,10.0,6029,Shipped,3,03-14
15568,64,F,11211,Search,11.4,19526,Cancelled,1,03-20
15568,64,F,11211,Search,11.4,19527,Processing,4,11-23
86777,40,M,11211,Search,5.0,108604,Processing,1,11-15
86777,40,M,11211,Search,5.0,108605,Shipped,1,03-15
86777,40,M,11211,Search,5.0,108606,Shipped,1,04-25
18026,18,M,10029,Search,5.0,22595,Processing,1,12-24
18026,18,M,10029,Search,5.0,22596,Processing,1,09-10
28182,56,M,10029,Search,7.0,35188,Complete,2,09-19
49181,22,F,10029,Organic,5.0,61515,Complete,1,12-23
67491,63,F,10029,Search,5.0,84621,Shipped,1,12-25
73669,50,F,10029,Search,5.0,92369,Shipped,1,12-17
19071,34,F,11210,Search,5.0,23880,Processing,1,09-22
42626,25,M,11210,Email,5.0,53199,Returned,1,12-16
54445,70,F,11210,Display,5.0,68138,Processing,1,09-13
58367,23,M,11210,Search,13.0,73096,Cancelled,4,02-22
95275,44,F,11210,Display,5.0,119343,Processing,1,02-18
95275,44,F,11210,Display,5.0,119342,Returned,1,10-19
6700,15,M,10032,Organic,7.0,8394,Complete,2,08-08
14132,56,F,10032,Search,5.0,17747,Shipped,1,06-21
16561,28,M,10032,Search,5.0,20777,Cancelled,1,06-14
36397,66,M,10032,Search,5.0,45477,Cancelled,1,09-17
36397,66,M,10032,Search,5.0,45478,Cancelled,1,10-19
36397,66,M,10032,Search,5.0,45476,Complete,1,07-08
36397,66,M,10032,Search,5.0,45479,Shipped,1,07-02
93892,48,M,10032,Search,11.4,117522,Cancelled,1,10-12
93892,48,M,10032,Search,11.4,117523,Processing,4,12-06
95871,70,F,10032,Search,7.0,120101,Shipped,2,11-16
1551,42,M,11235,Facebook,5.0,1907,Cancelled,1,07-26
25322,70,M,11235,Organic,5.0,31647,Shipped,1,01-15
75123,58,F,11235,Search,5.0,94167,Shipped,1,08-05
75123,58,F,11235,Search,5.0,94168,Shipped,1,01-01
56398,23,F,11216,Search,10.0,70611,Complete,3,02-11
67608,12,M,11216,Email,5.0,84777,Shipped,1,07-22
79271,63,F,11216,Search,5.0,99317,Returned,1,08-09
79271,63,F,11216,Search,5.0,99318,Returned,1,11-18
11605,68,F,10028,Search,10.0,14502,Complete,3,11-27
41011,53,F,10028,Organic,10.333333333333334,51209,Cancelled,4,12-04
41011,53,F,10028,Organic,10.333333333333334,51208,Complete,1,05-11
41011,53,F,10028,Organic,10.333333333333334,51210,Processing,1,08-12
79550,37,F,10028,Search,7.0,99641,Shipped,2,02-22
2600,57,F,11222,Search,7.0,3251,Cancelled,2,08-18
6358,55,M,11222,Search,7.0,7985,Returned,2,06-28
6358,55,M,11222,Search,7.0,7984,Shipped,2,06-06
26504,48,F,11222,Search,6.0,33090,Complete,2,02-06
26504,48,F,11222,Search,6.0,33091,Complete,1,05-22
26504,48,F,11222,Search,6.0,33092,Shipped,1,10-25
38363,52,F,11222,Organic,5.0,47955,Processing,1,01-13
38363,52,F,11222,Organic,5.0,47954,Returned,1,01-08
38363,52,F,11222,Organic,5.0,47956,Shipped,1,12-29
38363,52,F,11222,Organic,5.0,47957,Shipped,1,01-08
49993,58,M,11222,Search,5.0,62543,Complete,1,10-28
56175,19,F,11222,Search,5.0,70319,Shipped,1,01-14
71367,42,M,11222,Search,5.0,89537,Shipped,1,03-03
72409,54,M,11222,Search,7.0,90795,Complete,2,02-08
72409,54,M,11222,Search,7.0,90794,Shipped,2,06-16
73325,65,F,11222,Search,5.0,91949,Returned,1,12-09
24642,67,M,10044,Search,5.0,30805,Processing,1,07-09
33812,16,F,10044,Search,9.571428571428571,42299,Complete,4,11-19
33812,16,F,10044,Search,9.571428571428571,42301,Complete,1,12-26
33812,16,F,10044,Search,9.571428571428571,42300,Shipped,1,01-12
33812,16,F,10044,Search,9.571428571428571,42302,Shipped,1,11-24
16045,50,F,10031,Search,5.0,20111,Complete,1,08-15
59563,37,F,10031,Search,5.0,74616,Complete,1,10-08
59563,37,F,10031,Search,5.0,74615,Shipped,1,11-15
35279,19,F,10026,Search,7.0,44078,Shipped,2,01-17
50861,66,F,10026,Organic,5.0,63637,Shipped,1,01-09
52365,67,M,10026,Search,5.0,65555,Returned,1,06-14
68066,13,M,10026,Search,5.0,85354,Processing,1,09-10
19418,37,M,10128,Search,6.333333333333333,24324,Returned,1,10-09
19418,37,M,10128,Search,6.333333333333333,24325,Shipped,2,09-17
76686,37,M,10128,Search,5.0,96094,Cancelled,1,08-12
76686,37,M,10128,Search,5.0,96093,Complete,1,07-28
76686,37,M,10128,Search,5.0,96095,Processing,1,10-01
96303,57,F,10128,Organic,5.0,120656,Complete,1,12-21
96303,57,F,10128,Organic,5.0,120657,Complete,1,01-06
14482,33,M,11225,Search,5.0,18183,Shipped,1,02-13
89590,40,F,11225,Search,5.0,112159,Shipped,1,05-18
5170,48,F,11226,Search,5.0,6498,Shipped,1,10-05
18738,18,M,11226,Search,5.0,23457,Cancelled,1,07-05
42990,32,F,11226,Search,5.0,53665,Shipped,1,10-11
48056,55,F,11226,Search,7.0,60131,Complete,2,12-13
69364,23,F,11226,Search,6.333333333333333,87037,Cancelled,2,05-19
69364,23,F,11226,Search,6.333333333333333,87038,Shipped,1,02-02
90641,34,M,11226,Display,8.8,113501,Complete,2,09-19
90641,34,M,11226,Display,8.8,113502,Shipped,3,06-06
94527,16,F,11226,Search,7.0,118349,Returned,2,04-17
10198,70,M,10027,Search,5.0,12700,Processing,1,05-11
41665,68,M,10027,Facebook,5.0,51989,Shipped,1,11-12
45264,23,F,10027,Organic,5.8,56524,Complete,1,07-15
45264,23,F,10027,Organic,5.8,56526,Returned,2,11-09
45264,23,F,10027,Organic,5.8,56525,Shipped,1,11-28
45264,23,F,10027,Organic,5.8,56527,Shipped,1,03-19
55473,41,M,10027,Search,7.0,69420,Cancelled,2,02-26
70891,26,M,10027,Search,5.0,88945,Shipped,1,06-24
88804,16,M,10027,Organic,5.0,111186,Cancelled,1,09-10
89149,24,M,10027,Search,13.0,111617,Complete,4,06-09
91943,49,F,10027,Search,10.0,115114,Shipped,3,12-30
14578,14,M,10021,Search,6.333333333333333,18321,Complete,2,07-01
14578,14,M,10021,Search,6.333333333333333,18322,Shipped,1,07-01
20821,31,F,10021,Organic,5.0,26079,Processing,1,01-09
23077,50,F,10021,Search,7.0,28890,Shipped,2,03-21
56266,46,F,10021,Organic,6.0,70441,Complete,1,04-07
56266,46,F,10021,Organic,6.0,70439,Processing,2,01-12
56266,46,F,10021,Organic,6.0,70440,Returned,1,03-02
19654,56,F,11238,Search,5.0,24649,Returned,1,06-13
38693,16,F,11238,Search,10.0,48363,Cancelled,3,06-09
3084,21,F,11230,Organic,5.0,3887,Cancelled,1,06-20
3084,21,F,11230,Organic,5.0,3886,Processing,1,12-12
3084,21,F,11230,Organic,5.0,3885,Returned,1,08-04
3084,21,F,11230,Organic,5.0,3884,Shipped,1,05-08
16056,57,M,11230,Search,7.0,20128,Processing,2,09-09
69638,56,M,11230,Search,5.0,87379,Returned,1,01-18
82995,49,F,11230,Search,5.0,103934,Shipped,1,09-30
92359,61,M,11230,Search,7.5,115636,Complete,1,03-22
92359,61,M,11230,Search,7.5,115638,Complete,1,09-28
92359,61,M,11230,Search,7.5,115635,Processing,1,02-24
92359,61,M,11230,Search,7.5,115637,Shipped,3,11-08
99283,18,M,11230,Search,5.0,124314,Shipped,1,11-03
9140,53,F,11205,Search,5.0,11406,Processing,1,04-05
29527,15,M,11205,Organic,5.0,36855,Shipped,1,09-15
33624,56,M,11205,Search,5.0,42069,Complete,1,08-29
68413,30,M,11205,Search,5.0,85787,Cancelled,1,08-05
68413,30,M,11205,Search,5.0,85789,Complete,1,11-19
68413,30,M,11205,Search,5.0,85790,Processing,1,05-19
68413,30,M,11205,Search,5.0,85788,Returned,1,06-04
18321,55,F,11249,Search,5.0,22935,Complete,1,02-04
18321,55,F,11249,Search,5.0,22934,Shipped,1,10-31
65111,48,M,11249,Organic,8.75,81626,Cancelled,3,12-17
65111,48,M,11249,Organic,8.75,81627,Complete,1,03-08
27434,37,M,10022,Search,5.0,34223,Complete,1,02-15
27434,37,M,10022,Search,5.0,34222,Shipped,1,12-04
58558,40,F,10022,Search,5.0,73332,Complete,1,06-13
58558,40,F,10022,Search,5.0,73331,Shipped,1,07-16
62281,32,M,10022,Search,5.0,78069,Shipped,1,07-04
62507,59,F,10022,Search,7.0,78346,Processing,2,11-16
1377,37,F,10025,Display,5.0,1711,Complete,1,08-02
6244,53,F,10025,Organic,6.333333333333333,7845,Processing,2,12-27
6244,53,F,10025,Organic,6.333333333333333,7846,Shipped,1,06-08
27392,56,F,10025,Search,13.0,34175,Cancelled,4,04-14
46331,31,M,10025,Search,8.166666666666666,57933,Complete,2,10-12
46331,31,M,10025,Search,8.166666666666666,57932,Processing,3,10-15
46331,31,M,10025,Search,8.166666666666666,57934,Shipped,1,11-28
50942,31,F,10025,Search,5.0,63738,Complete,1,09-17
622,25,F,11223,Search,5.0,779,Cancelled,1,08-31
13170,18,M,11223,Search,5.0,16511,Cancelled,1,05-11
31032,17,M,11223,Email,7.0,38747,Shipped,2,07-07
31032,17,M,11223,Email,7.0,38748,Shipped,2,11-13
33765,67,M,11223,Organic,8.75,42242,Complete,3,11-26
33765,67,M,11223,Organic,8.75,42241,Returned,1,08-19
53431,31,M,11223,Search,5.0,66873,Complete,1,02-16
53594,46,F,11223,Search,5.0,67075,Returned,1,07-07
58200,62,F,11223,Organic,7.0,72892,Complete,2,10-27
69697,44,M,11223,Organic,10.333333333333334,87443,Cancelled,4,10-20
69697,44,M,11223,Organic,10.333333333333334,87444,Cancelled,1,09-04
69697,44,M,11223,Organic,10.333333333333334,87442,Returned,1,09-18
74901,69,M,11223,Facebook,5.0,93890,Complete,1,01-20
